postcode,,,,street_num,,city,State,name,phone,email,,website,Source,Latitude,Longitude
49930,,,,1035 Ethel Ave. Hancock,,Hancock,MI,Keweenaw Co-op,906 482-2030,,,Food for change,,47.129471554,-88.586324605
49930,,,,1035 Ethel Avenue,,Hancock,MI,Keweenaw Co-op Market & Deli,(906) 482-2030,info@keweenaw.coop,,http://www.keweenaw.coop,https://www.ncg.coop/,47.129471554,-88.586324605
54631,,,,209 Main Street,,GaysMills,WI,Kickapoo Exchange Natural Food,608 735-4544,,,Food for change,,43.294046866,-90.830617182
96826,,,,2643 S. King St.,,Honolulu,HI,Kokua Market Natural Foods,808-941-1922,,,Food for change,,21.29144687,-157.827090431
87301,,,,105 East Coal,,Gallup,NM,La Montañita Co-op (Gallup),(505) 863-5383,,,http://www.lamontanita.coop,https://www.ncg.coop/,35.528766415,-108.754923908
87106,,,,3500 Central Ave. S.E.,,Albuquerque,NM,La Montañita Co-op (Nob Hill),(505) 265-4631,,,http://www.lamontanita.coop,https://www.ncg.coop/,35.077372471,-106.611888243
87104,,,,2400 Rio Grande,,Albuquerque,NM,La Montañita Co-op (Rio Grande),(505) 242-8800,,,http://www.lamontanita.coop,https://www.ncg.coop/,35.100215954,-106.666839555
87501,,,,913 West Alameda,,Santa Fe,NM,La Montañita Co-op (Santa Fe),(505) 984-2852,,,http://www.lamontanita.coop,https://www.ncg.coop/,35.689236444,-105.942077596
87104,,,,2400 Rio Grande Boulevard,,Albuquerque,NM,La Montanita Co-op Food Market,505 242-8800,,,Food for change,,35.100215954,-106.666839555
55317,,,,435 Pond Promenade,,Chanhassen,MN,Lakewinds Food Co-op (Chanhassen),(952) 697-3366,,,http://www.lakewinds.com,https://www.ncg.coop/,44.866826618,-93.545698838
55345,,,,17501 Minnetonka Boulevard,,Minnetonka,MN,Lakewinds Food Co-op (Minnetonka),(952) 473-0292,,,http://www.lakewinds.com,https://www.ncg.coop/,44.915308023,-93.485444479
55423,,,,6420 Lyndale Avenue South,,Richfield,MN,Lakewinds Food Co-op (Richfield),(612) 814-8000,,,http://www.lakewinds.coop,https://www.ncg.coop/,44.87738141,-93.282051769
55345,,,,17501 Minnetonka Blvd.,,Minnetonka,MN,Lakewinds Natural Foods,952 473-0292,,,Food for change,,44.915308023,-93.485444479
01054,,,,180 Rattlesnake Gutter Road,,Leverett,MA,Leverett Village Co-op,413 367-9794,,,Food for change,,42.4611144,-72.498417375
14222,,,,807 Elmwood Ave.,,Buffalo,NY,Lexington Cooperative Market (Elmwood),(716) 886-2667,,,http://www.lexington.coop,https://www.ncg.coop/,42.916086627,-78.877160271
14216,,,,1678 Hertel Avenue,,Buffalo,NY,Lexington Cooperative Market (Hertel),(716) 886-0024,,,http://www.lexington.coop,https://www.ncg.coop/,42.949994111,-78.85945548
14222,,,,807 Elmwood Ave,,Buffalo,NY,Lexington Real Foods Community,716-886- 2667,,,Food for change,,42.916086627,-78.877160271
30062,,,,1453 Roswell Road,,Marietta,GA,Life Grocery & Cafe,770 977-9583,,,Food for change,,33.998168744,-84.470154193
55410,,,,3815 Sunnyside Avenue,,Minneapolis,MN,Linden Hills Co-op,(612) 922-1159,info@lindenhills.coop,,http://www.lindenhills.coop,https://www.ncg.coop/,44.918395481,-93.319661669
03561,,,,43 Bethlehem Road,,Littleton,NH,Littleton Food Co-op,(603) 444-2800,marketing@littletoncoop.org,,http://www.littletoncoop.com,https://www.ncg.coop/,44.306992403,-71.778475382
44691,,,,140 S Walnut St.,,Wooster,OH,Local Roots Market & Cafe,330 263-5336,,,Food for change,,40.806980373,-81.946788956
87544,,,,95 Entrada Drive,,Los Alamos,NM,Los Alamos Cooperative Market,(505) 695-1579,info@losalamos.coop,,http://www.losalamos.coop,https://www.ncg.coop/,35.878041676,-106.303123616
47454,,,,26 Library St,,Paoli,IN,Lost River Market & Deli,812 723-3735,,,Food for change,,38.547376607,-86.473589784
99201,,,,44 W. Main Avenue,,Spokane,WA,Main Market Co-op,(509) 458-2667,info@mainmarket.coop,,http://www.mainmarket.coop/,https://www.ncg.coop/,47.660936289,-117.42799621
54868,,,,1 S Main St,,Rice Lake,WI,Main Street Market Co-op,715 234-7045,,,Food for change,,45.512118629,-91.72754486
94607,,,,1430 7th Street,,Oakland,CA,Mandela Foods Cooperative,510 452-1133,,,Food for change,,37.800516245,-122.277021623
46526,,,,314 S. Main St.,,Goshen,IN,Maple City Market,(574) 534-2355,brad@maplecitymarket.com,,http://www.maplecitymarket.com,https://www.ncg.coop/,41.569468585,-85.845655748
19143,,,,4824 Baltimore Avenue,,Philadelphia,PA,Mariposa Food Co-op,(215) 729-2121,mariposa@mariposa.coop,,http://www.mariposa.coop,https://www.ncg.coop/,39.943270181,-75.222942213
04743,,,,26 Market St.,,Fort Kent,ME,Market St. Co-op,,,,Food for change,,47.236562385,-68.589740495
49855,,,,109 West Baraga Avenue,,MarquetteTownship,MI,Marquette Food Co-op,906 225-0671,,,Food for change,,46.534367369,-87.396813215
49855,,,,502 West Washington Street,,Marquette,MI,Marquette Food Co-op (Washington St.),(906) 225-0671,info@marquettefood.coop,,http://www.marquettefood.coop,https://www.ncg.coop/,46.534367369,-87.396813215
04921,,,,5 Veterans Hwy,,Brooks,ME,Marsh River Cooperative,207 722-3212,,,Food for change,,44.542422152,-69.131733745
20742,,,,B0203 Stamp Student Union,,University of MarylandCollege Park,MD,Maryland Food Co-op,301 314-8089,,,Food for change,,38.988949766,-76.941587626
01370,,,,McCusker's Market3 State St,,Shelburne Falls,MA,McCusker's Market,413 625-9411,,,Food for change,,42.605708958,-72.729273238
97501,,,,945 S Riverside Ave,,Medford,OR,Medford Food Co-op,(541) 779-2667,info@medfordfood.coop,,http://www.medfordfood.coop,https://www.ncg.coop/,42.320191115,-122.88835987
54751,,,,521 2nd Street,,East Menomonie,WI,Menomonie Market Food Co-op,715 235-6533,,,Food for change,,44.870831978,-91.9244655
54701,,,,1117 South Farwell Street,,Eau Claire,WI,Menomonie Market Food Co-op (Eau Claire),(715) 552-3366,info@mmfc.coop,,http://www.mmfc.coop/,https://www.ncg.coop/,44.778988168,-91.484031141
54751,,,,"814 Main Street, East",,Menomonie,WI,Menomonie Market Food Co-op (Menomonie),(715) 235-6533,info@mmfc.coop,,http://www.mmfc.coop,https://www.ncg.coop/,44.870831978,-91.9244655
05753,,,,9 Washington Street,,Middlebury,VT,Middlebury Natural Foods Co-op,(802) 388-7276,info@middleburycoop.com,,http://www.middleburycoop.com,https://www.ncg.coop/,44.011045522,-73.153585242
56342,,,,47816 Main St,,Isle,MN,Mille Lacs Area Food Co-op,320 676-3813,,,Food for change,,46.152328209,-93.434861976
55106,,,,740 East 7th Street,,Saint Paul,MN,Mississippi Market (East 7th Street),(651) 495-5602,,,http://www.msmarket.coop,https://www.ncg.coop/,44.961496771,-93.055211386
55104,,,,622 Selby Avenue,,Saint Paul,MN,Mississippi Market (Selby),(651) 310-9499,,,http://www.msmarket.coop,https://www.ncg.coop/,44.954306518,-93.156696865
55102,,,,1500 West 7th Street,,Saint Paul,MN,Mississippi Market (West 7th Street),(651) 690-0507,,,http://www.msmarket.coop,https://www.ncg.coop/,44.941141301,-93.121092819
55104,,,,622 Selby Avenue,,SaintPaul,MN,Mississippi Market Natural Foods Co-op,651 310-9499,,,Food for change,,44.954306518,-93.156696865
59802,,,,1500 Burns Street,,Missoula,MT,Missoula Community Food Co-op,406 728-2369,,,Food for change,,46.87567117,-113.993846882
12095,,,,30 North Main Street,,Gloversville,NY,Mohawk Harvest Cooperative Market,518 706-0681,,,Food for change,,43.014676641,-74.380980393
03431,,,,34 Cypress Street,,Keene,NH,Monadnock Food Co-op,(603) 355-8008,marketing@monadnockfood.coop,,http://www.monadnockfood.coop,https://www.ncg.coop/,42.937628277,-72.289562
45056,,,,512 S Locust St.,,Oxford,OH,Moon Co-op,513 280-5020,,,Food for change,,39.501733746,-84.742012644
84532,,,,39 E 100 N Moab,,Moab,UT,Moonflower Community Cooperative,435 259-5712,,,Food for change,,38.570466692,-109.547782186
83843,,,,121 East 5th Street,,Moscow,ID,Moscow Food Co-op,(208) 882-8537,,,http://www.moscowfood.coop,https://www.ncg.coop/,46.729726831,-116.999025331
98328,,,,105 Carter Street,,Eatonville,WA,Mountain Community Co-op,360 832-2667,,,Food for change,,46.871009242,-122.288647968
80466,,,,30 East 1st Street,,Nederland,CO,Mountain People's Co-op,303 258-7500,,,Food for change,,39.96251497,-105.508959249
26505,,,,1400 University Avenue,,Morgantown,WV,Mountain People's Co-op Inc.,304 291-6131,,,Food for change,,39.644079225,-79.954700669
88001,,,,1300 El Paseo Road,,Las Cruces,NM,Mountain View Market Co-op,575 523-0436,,,Food for change,,32.288216044,-106.754435314
55114,,,,2380 Wycliff Street,,Saint Paul,MN,National Co-op Grocers,651 379-1480,,,Food for change,,44.964957879,-93.195780765
57401,,,,125 South Main Street,,Aberdeen,SD,Natural Abundance,605 229-4947,,,Food for change,,45.453772715,-98.47342614
57401,,,,112 North Main Street,,Aberdeen,SD,Natural Abundance Food Co-op,(605) 229-4947,natabu@nvc.net,,http://www.naturalabundance.org/,https://www.ncg.coop/,45.453772715,-98.47342614
54853,,,,241 South Main Street,,Luck,WI,Natural Alternative Food Co-op,715 472-8084,,,Food for change,,45.563332486,-92.439841212
55355,,,,230 North Sibley Avenue,,Litchfield,MN,Natural Food Co-op,320 693-7539,,,Food for change,,45.103301527,-94.527635034
93401,,,,745 Francis Street,,San Luis Obispo,CA,Natural Foods Co-op of SLO,805 544-7928,,,Food for change,,35.257192227,-120.653341914
55792,,,,505 3rd Street,,Virginia,MN,Natural Harvest Co-op,218 741-4663,,,Food for change,,47.521464008,-92.537730878
55792,,,,732 North 4th Street,,Virginia,MN,Natural Harvest Food Co-op,(218) 741-4663,,,http://naturalharvest.coop/,https://www.ncg.coop/,47.521464008,-92.537730878
68509,,,,P.O. Box 94691,,Lincoln,NE,Nebraska Food Cooperative,800 993-2379,,,Food for change,,40.81017225,-96.69974705
62901,,,,1815 West Main Street,,Carbondale,IL,Neighborhood Co-op Grocery,(618) 529-3533,info@neighborhood.coop,,http://www.neighborhood.coop,https://www.ncg.coop/,37.720269684,-89.215013261
32301,,,,1235 Apalachee Parkway,,Tallahassee,FL,New Leaf Market & Deli,850 942-2557,,,Food for change,,30.435411708,-84.253875188
70117,,,,2372 St. Claude Avenue,,New Orleans,LA,New Orleans Food Co-op,(504) 264-5579,,,http://www.nolafood.coop,https://www.ncg.coop/,29.969418335,-90.035256516
52402,,,,"3338 Center Point Road, NE",,Cedar Rapids,IA,New Pioneer Co-op (Cedar Rapids),(319) 365-2632,newpi@newpi.coop,,http://www.newpi.coop,https://www.ncg.coop/,42.017529968,-91.652954704
52241,,,,1101 2nd Street,,Coralville,IA,New Pioneer Co-op (Coralville),(319) 358-5513,newpi@newpi.coop,,http://www.newpi.coop,https://www.ncg.coop/,41.690375918,-91.584694736
52240,,,,22 South Van Buren,,Iowa City,IA,New Pioneer Co-op (Iowa City),(319) 338-9441,newpi@newpi.coop,,http://www.newpi.coop,https://www.ncg.coop/,41.652035219,-91.515535589
52240,,,,22 South Van Buren Street,,IowaCity,IA,New Pioneer Food Coop,319 338-9441,,,Food for change,,41.652035219,-91.515535589
19711,,,,280 East Main Street,,Newark,DE,Newark Natural Foods,302 368-5894,,,Food for change,,39.698811314,-75.742467502
19711,,,,209 Newark Shopping Center,,Newark,DE,Newark Natural Foods Co-op,(302) 368-5894,,,http://www.newarknaturalfoods.com/,https://www.ncg.coop/,39.698811314,-75.742467502
95521,,,,811 I Street,,Arcata,CA,North Coast Co-op (Arcata),(707) 822-5947,,,http://www.northcoast.coop/,https://www.ncg.coop/,40.870563312,-124.088358298
95501,,,,25 4th Street,,Eureka,CA,North Coast Co-op (Eureka),(707) 443-6027,,,http://northcoast.coop/,https://www.ncg.coop/,40.795885926,-124.156607492
95501,,,,25 4th Street,,Eureka,CA,North Coast Co-op Eureka,707 443-6027,,,Food for change,,40.795885926,-124.156607492
12901,,,,25 Bridge Street,,Plattsburgh,NY,North Country Food Co-op,518 561-5904,,,Food for change,,44.698130824,-73.467223333
49938,,,,116 South Suffolk Street,,Ironwood,MI,Northwind Natural Foods Co-op,906 932-3547,,,Food for change,,46.468036386,-90.157926147
55041,,,,67011 Highway 63,,Lake City,MN,Oak Center General Store,507 753-2080,,,Food for change,,44.448880283,-92.286522413
92107,,,,4765 Voltaire Street,,San Diego,CA,Ocean Beach People's Organic Food Co-op,(619) 224-1387,,,http://www.obpeoplesfood.coop,https://www.ncg.coop/,32.739970435,-117.24449933
92107,,,,4765 Voltaire Street,,SanDiego,CA,Ocean Beach People's Organic Foods Market,619 224-1387,,,Food for change,,32.739970435,-117.24449933
97365,,,,159 Southeast 2nd Street,,Newport,OR,Oceana Natural Foods Co-op,541 265-8285,,,Food for change,,44.639796477,-124.054851223
98855,,,,21 West 4th Street,,Tonasket,WA,Okanogan River Natural Foods,509 486-4188,,,Food for change,,48.70426009,-119.440630339
73108,,,,311 South Klein Avenue,,OklahomaCity,OK,Oklahoma Food Cooperative,405 605-8088,,,Food for change,,35.449136754,-97.56522879
01026,,,,445 Berkshire Trail,,Cummington,MA,Old Creamery Grocery,413 634-5560,,,Food for change,,42.455870592,-72.893645792
63106,,,,2718 North 13th Street,,St.Louis,MO,Old North Grocery Co-op,314 260-9276,,,Food for change,,38.644708681,-90.206251579
98502,,,,921 Rogers Street,,Northwest Olympia,WA,Olympia Food Co-op,360 754-7666,,,Food for change,,47.095375617,-122.969370298
98501,,,,3111 Pacific Ave. SE,,Olympia,WA,Olympia Food Co-op (Eastside),(360) 956-3870,,,http://www.olympiafood.coop,https://www.ncg.coop/,47.019285586,-122.884261466
98502,,,,921 North Rogers St. NW,,Olympia,WA,Olympia Food Co-op (Westside),(360) 754-7666,,,http://www.olympiafood.coop,https://www.ncg.coop/,47.095375617,-122.969370298
52101,,,,312 W. Water Street,,Decorah,IA,Oneota Community Co-op,(563) 382-4666,customerservice@oneotacoop.com,,http://www.oneotacoop.com,https://www.ncg.coop/,43.326059101,-91.779245916
52101,,,,312 West Water Street,,Decorah,IA,Oneota Community Food Co-op,563 382-4666,,,Food for change,,43.326059101,-91.779245916
68502,,,,1618 South St.,,Lincoln,NE,Open Harvest Cooperative Grocery,(402) 475-9069,,,http://www.openharvest.coop,https://www.ncg.coop/,40.791748687,-96.702118149
98245,,,,"138-B North Beach Rd, #913",,Eastsound,WA,Orcas Food Co-op,(360) 376-2009,,,http://www.orcasfood.coop,https://www.ncg.coop/,48.678047342,-122.913265873
49684,,,,260 E. 10th St.,,Traverse City,MI,Oryana Community Co-op (Downtown),(231) 947-0191,,,http://www.oryana.coop,https://www.ncg.coop/,44.749708063,-85.653165402
49684,,,,3587 Marketplace Circle,,Traverse City,MI,Oryana Community Co-op (West),(231) 486-2491,,,http://www.oryana.coop,https://www.ncg.coop/,44.749708063,-85.653165402
49684,,,,260 East Tenth Street,,Traverse City,MI,Oryana Natural Foods Market,231 947-0191,,,Food for change,,44.749708063,-85.653165402
54901,,,,155 Jackson Street,,Oshkosh,WI,Oshkosh Food Co-op,(920) 312-7220,,,http://www.oshkoshfoodcoop.com,https://www.ncg.coop/,44.031564893,-88.54057708
94122,,,,3930 Judah Street,,SanFrancisco,CA,Other Avenues Food Store,415 661-7475,,,Food for change,,37.761043599,-122.472077912
53212,,,,100 E Capitol Dr.,,Milwaukee,WI,Outpost Natural Foods,414 961-2597,,,Food for change,,43.069173979,-87.908305269
53207,,,,2826 South Kinnickinnic Avenue,,Milwaukee,WI,Outpost Natural Foods Co-op (Bayview),(414) 755-3202,,,http://www.outpost.coop,https://www.ncg.coop/,42.982704276,-87.899611402
53212,,,,100 East Capitol Drive,,Milwaukee,WI,Outpost Natural Foods Co-op (Capitol Drive),(414) 961-2597,,,http://www.outpost.coop,https://www.ncg.coop/,43.069173979,-87.908305269
53092,,,,7590 West Mequon Road,,Mequon,WI,Outpost Natural Foods Co-op (Mequon),(262) 242-0426,,,http://www.outpost.coop,https://www.ncg.coop/,43.219030703,-87.949076304
53213,,,,7000 West State Street,,Wauwatosa,WI,Outpost Natural Foods Co-op (State),(414) 778-2012,,,http://www.outpost.coop,https://www.ncg.coop/,43.050479806,-88.000464321
72701,,,,380 North College Avenue,,Fayetteville,AR,Ozark Natural Foods,(479) 521-7558,,,http://www.onf.coop,https://www.ncg.coop/,36.049652435,-94.138261062
11215,,,,782 Union Street,,Brooklyn,NY,Park Slope Food Coop,(718) 783-2187,,,http://www.foodcoop.com,https://www.ncg.coop/,40.667291436,-73.983895655
98107,,,,1451 NW 46th Street,,Seattle,WA,PCC Community Markets (Ballard),(206) 547-1222,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.669259414,-122.376430956
98004,,,,11615 NE 4th Street,,Bellevue,WA,PCC Community Markets (Bellevue),(206) 547-1222,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.625766575,-122.202865403
98021,,,,22621 Bothell Everett Highway,,Bothell,WA,PCC Community Markets (Bothell),(425) 492-0122,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.790687634,-122.214406131
98148,,,,"15840 First Avenue, S",,Burien,WA,PCC Community Markets (Burien),(206) 268-0270,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.44116607,-122.328666667
98122,,,,2230 East Union Street,,Seattle,WA,PCC Community Markets (Central District),(206) 605-6053,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.610829552,-122.303633109
98118,,,,3610 S. Edmunds Street,,Seattle,WA,PCC Community Markets (Columbia City),(206) 466-6182,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.541586765,-122.276083221
98101,,,,1320 4th Avenue,,Seattle,WA,PCC Community Markets (Downtown),(206) 547-1222,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.610767556,-122.336209158
98020,,,,9803 Edmonds Way,,Edmonds,WA,PCC Community Markets (Edmonds),(425) 275-9036,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.803115553,-122.369890333
98103,,,,600 N 34th Street,,Seattle,WA,PCC Community Markets (Fremont),(206) 632-6811,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.673651416,-122.343977024
98103,,,,7504 Aurora Ave. North,,Seattle,WA,PCC Community Markets (Greenlake Aurora),(206) 525-3586,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.673651416,-122.343977024
98115,,,,450 NE 71st Street,,Seattle,WA,PCC Community Markets (Greenlake Village),(206) 729-5075,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.684303447,-122.298747401
98027,,,,1810 12th Ave. NW,,Issaquah,WA,PCC Community Markets (Issaquah),(425) 369-1222,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.475582664,-122.023617366
98033,,,,430 Kirkland Way,,Kirkland,WA,PCC Community Markets (Kirkland),(425) 828-4622,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.677869194,-122.192358083
98052,,,,11435 Avondale Road NE,,Redmond,WA,PCC Community Markets (Redmond),(425) 285-1400,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.686177697,-122.114587154
98115,,,,6514 40th Ave. NE,,Seattle,WA,PCC Community Markets (View Ridge),(206) 526-7661,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.684303447,-122.298747401
98103,,,,600 North 34th Street,,Seattle,WA,PCC Natural Markets - Fremont,206 632-6811,,,Food for change,,47.673651416,-122.343977024
98103,,,,7504 Aurora Avenue,,Seattle,WA,PCC Natural Markets - Greenlake,206 525-3586,,,Food for change,,47.673651416,-122.343977024
98033,,,,10718 Northeast 68th Street,,Kirkland,WA,PCC Natural Markets - Kirkland,425 828-4622,,,Food for change,,47.677869194,-122.192358083
98118,,,,5041 Wilson Avenue,,Seattle,WA,PCC Natural Markets - Seward Park,206 723-2720,,,Food for change,,47.541586765,-122.276083221
98115,,,,6514 40th Avenue,,Seattle,WA,PCC Natural Markets - View Ridge,206 526-7661,,,Food for change,,47.684303447,-122.298747401
98116,,,,2749 California Avenue,,Seattle,WA,PCC Natural Markets - West Seattle,206 937-8481,,,Food for change,,47.573979678,-122.394159947
97202,,,,3029 Southeast 21st Avenue,,Portland,OR,People's Coop,503 674-2642,,,Food for change,,45.483422644,-122.639302394
48104,,,,216 North 4th Avenue,,Ann Arbor,MI,People's Food Co-op,734 994-9174,,,Food for change,,42.266234848,-83.72935033
48104,,,,216 North 4th Avenue,,Ann Arbor,MI,People's Food Co-op - Ann Arbor,(734) 769-0095,,,http://www.peoplesfood.coop,https://www.ncg.coop/,42.266234848,-83.72935033
97202,,,,3029 S.E. 21st Ave.,,Portland,OR,People's Food Co-op - Portland,(503) 674-2642,info@peoples.coop,,http://www.peoples.coop,https://www.ncg.coop/,45.483422644,-122.639302394
54601,,,,315 5th Ave. South,,La Crosse,WI,People's Food Co-op (La Crosse),(608) 784-5798,,,http://www.pfc.coop,https://www.ncg.coop/,43.797835381,-91.213222709
55902,,,,519 1st Ave SW,,Rochester,MN,People's Food Co-op (Rochester),(507) 289-9061,,,http://www.pfc.coop,https://www.ncg.coop/,44.001848994,-92.493905314
66502,,,,1620 Fort Riley Blvd,,Manhattan,KS,People's Grocery Cooperative,785 539-4811,,,Food for change,,39.193366443,-96.574682508
49007,,,,507 Harrison Street,,Kalamazoo,MI,PFC Natural Grocery & Deli,(269) 342-5686,,,http://www.pfckalamazoo.coop,https://www.ncg.coop/,42.296718886,-85.58684473
43612,,,,1447 W. Sylvania Ave.,,Toledo,OH,Phoenix Earth Food Co-op,(419) 476-3211,phoenixearthfoodmarketing@gmail.com,,http://www.phoenixearthfoodco-op.com,https://www.ncg.coop/,41.704355518,-83.555057387
53581,,,,196 West Court Street,,Richland Center,WI,Pine River Food Co-Op,608 647-7299,,,Food for change,,43.351184023,-90.400105533
95667,,,,535 Placerville Drive,,Placerville,CA,Placerville Food Co-op,(530) 621-3663,,,http://www.placervillefood.coop,https://www.ncg.coop/,38.744202669,-120.799665163
95667,,,,535 Placerville Dr.,,Placerville,CA,Placerville Natural Foods Co-op,530 621-3663,,,Food for change,,38.744202669,-120.799665163
13339,,,,46 River St.,,Fort Plain,NY,Plain Food Co-op,518 993-4194,,,Food for change,,42.938701025,-74.643502503
05667,,,,153 Main Street,,Plainfield,VT,Plainfield Cooperative Inc,802-454-8579,,,Food for change,,44.268287539,-72.418843979
56101,,,,910 4th Avenue,,Windom,MN,Plum Creek Food Co-op Inc,507 831-1882,,,Food for change,,43.85847941,-95.12479422
83204,,,,515 N Main St,,Pocatello,ID,Pocatello Co-op Natural Foods Market Inc,208 232-2181,,,Food for change,,42.847146378,-112.440608248
56267,,,,613 Atlantic Avenue,,Morris,MN,Pomme De Terre Foods,320 589-4332,,,Food for change,,45.587175934,-95.910311748
04101,,,,290 Congress Street,,Portland,ME,Portland Food Co-op,(207) 805-1599,,,http://www.portlandfood.coop,https://www.ncg.coop/,43.660778057,-70.257314135
13676,,,,24 Elm Street,,Potsdam,NY,Potsdam Food Co-op,(315) 265-4630,,,http://www.potsdamcoop.com,https://www.ncg.coop/,44.661196733,-74.956684344
67401,,,,305 East Walnut Street,,Salina,KS,Prairieland Food Co-op,785 827-5877,,,Food for change,,38.836211103,-97.610675534
67401,,,,305 E Walnut St.,,Salina,KS,Prairieland Market,785-827-5877,,,Food for change,,38.836211103,-97.610675534
46617,,,,123 N Hill St,,South Bend,IN,Purple Porch Co-op,574 287-6724,,,Food for change,,41.686034787,-86.236268542
05346,,,,8 Carol Brown Way,,Putney,VT,Putney Food Co-op,(802) 387-5866,ptnycoop@sover.net,,http://www.putneyfood.coop,https://www.ncg.coop/,43.011409817,-72.513431471
01364,,,,12 N Main St.,,Orange,MA,Quabbin Harvest Co-op,978 544-6784,,,Food for change,,42.606395946,-72.282379915
95971,,,,269 Main St,,Quincy,CA,Quincy Natural Foods,530 283-3528,,,Food for change,,39.939916267,-120.946437178
39216,,,,2807 Old Canton Road,,Jackson,MS,Rainbow Co-op,601 366-1602,,,Food for change,,32.33624426,-90.166031039
56013,,,,103 South Main Street,,Blue Earth,MN,Rainbow Food Co-op,507 526-3603,,,Food for change,,43.631612161,-94.106404062
94103,,,,1745 Folsom St,,San Francisco,CA,Rainbow Grocery Cooperative Inc,415 863-0620,,,Food for change,,37.774677982,-122.411092334
97439,,,,1379 Rhododendron Dr Florence,,Florence,OR,Real Food Co-op,541 997-3396,,,Food for change,,43.994735963,-124.111146081
04543,,,,323 Main Street,,Damariscotta,ME,Rising Tide Community Market,207 563-5556,,,Food for change,,44.032070084,-69.504383834
04543,,,,323 Main Street,,Damariscotta,ME,Rising Tide Co-op,(207) 563-5556,customercare@risingtide.coop,,http://www.risingtide.coop,https://www.ncg.coop/,44.032070084,-69.504383834
47713,,,,116 Washington Avenue,,Evansville,IN,River City Food Co-op,812 401-7301,,,Food for change,,37.964864837,-87.560016898
50701,,,,327 W 3rd St.,,Waterloo,IA,River Loop Public Market Co-op,319 287-9227,,,Food for change,,42.46744142,-92.364547034
55082,,,,221 North Main Street,,Stillwater,MN,River Market Community Co-op,(651) 439-0366,,,http://www.rivermarket.coop,https://www.ncg.coop/,45.025821152,-92.824041308
01027,,,,228 Northampton Street,,Easthampton,MA,River Valley Co-op (Easthampton),(413) 529-4990,,,http://www.rivervalleymarket.coop,https://www.ncg.coop/,42.302961856,-72.734012711
01060,,,,330 North King Street,,Northampton,MA,River Valley Co-op (Northhampton),(413) 584-2665,,,http://www.rivervalleymarket.coop,https://www.ncg.coop/,42.322468226,-72.633097104
01060,,,,330 N King St,,Northampton,MA,River Valley Market,413 585-5151,,,Food for change,,42.322468226,-72.633097104
53212,,,,733 East Clarke Street,,Milwaukee,WI,Riverwest Co-op,414 264-7933,,,Food for change,,43.069173979,-87.908305269
24015,,,,1319 Grandin Road S.W.,,Roanoke,VA,Roanoke Co+op (Grandin Road),(540) 343-5652,,,http://www.roanokenaturalfoods.coop,https://www.ncg.coop/,37.257578305,-79.979041313
24011,,,,One Market Square,,Roanoke,VA,Roanoke Co+op (Market Square),(540) 904-2733,,,http://www.roanokenaturalfoods.coop,https://www.ncg.coop/,37.271263144,-79.940680794
24015,,,,1319 Grandin Road,,Roanoke,VA,Roanoke Natural Foods Co-op,540 343-5652,,,Food for change,,37.257578305,-79.979041313
05701,,,,77 Wales Street,,Rutland,VT,Rutland Area Food Co-op,(802) 773-0737,,,http://www.rutlandcoop.com,https://www.ncg.coop/,43.62879192,-72.94302787
95816,,,,2820 R Street,,Sacramento,CA,Sacramento Natural Foods Co-op,(916) 455-2667,,,http://www.sac.coop,https://www.ncg.coop/,38.577749992,-121.465331527
30307,,,,467 Moreland Ave NE,,Atlanta,GA,Sevananda Natural Foods Market,(404) 681-2831,,,http://www.sevananda.coop,https://www.ncg.coop/,33.763478057,-84.347963268
55406,,,,2823 E. Franklin Avenue,,Minneapolis,MN,Seward Community Co-op (Franklin),(612) 338-2465,,,http://www.seward.coop,https://www.ncg.coop/,44.941905326,-93.222135689
55409,,,,317 East 38th Street,,Minneapolis,MN,Seward Community Co-op (Friendship),(612) 230-5595,,,http://www.seward.coop,https://www.ncg.coop/,44.931166203,-93.280607367
55406,,,,2823 East Franklin Avenue,,Minneapolis,MN,Seward Co-op Grocery & Deli,612 338-2465,,,Food for change,,44.941905326,-93.222135689
85635,,,,96 S. Carmichael,,Sierra Vista,AZ,Sierra Vista Food Co-op,520 335-6676,,,Food for change,,31.547376595,-110.273581912
88061,,,,520 North Bullard Street,,Silver City,NM,Silver City Food Co-op,(575) 388-2343,,,http://www.silvercityfoodcoop.coop,https://www.ncg.coop/,32.781308044,-108.257791806
57104,,,,410 West 18th Street,,Sioux Falls,SD,Sioux Falls Food Co+op,(605) 339-9506,,,https://siouxfalls.coop/,https://www.ncg.coop/,43.559425668,-96.72796983
